image,url,sections,page_path,published_at,title,updated_at,type,description,external_id,popularity,info,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,Undertone,language,Mood,Project,Family,Shade,Interior/Exterior,cdp,Color Collection,Style,PrimaryColorFamily,Value,Color Family
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-143-blue-nose-CC-800-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-800/blue-nose,"['Blue Nose', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-800/blue-nose,2024-07-31T00:13:53Z,Blue Nose CC-800 | Benjamin Moore,2024-07-31T00:13:53Z,Color,A slate blue shade that offers balance and timeless style.,d46c1d1ab736be555ea37f3da564b300b3c1f250,1,,"{'title': '<em>Blue</em> Nose CC-800 | Benjamin Moore', 'sections': '<em>Blue</em> Nose', 'description': 'A slate <em>blue</em> shade that offers balance and timeless style.', 'color_name': '<em>Blue</em> Nose', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-800&#x2F;<em>blue</em>-nose', 'Family': '<em>Blue</em>'}",6243199964441fffc4004179,CC-800,,,63879F,Blue Nose,,,,,Blue,Medium,"['Interior', 'Exterior']",true,Designer Classics,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-166-swiss-blue-815-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/815/swiss-blue,"['Swiss Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/815/swiss-blue,2024-07-22T03:07:50Z,Swiss Blue 815 | Benjamin Moore,2024-07-03T13:28:24Z,Color,Soft purple undertones bring an elegant touch to this breezy periwinkle blue.,8933c0dd3723d659307ea635e674480b0087304e,1,,"{'title': 'Swiss <em>Blue</em> 815 | Benjamin Moore', 'sections': 'Swiss <em>Blue</em>', 'description': 'Soft purple undertones bring an elegant touch to this breezy periwinkle <em>blue</em>.', 'color_name': 'Swiss <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;815&#x2F;swiss-<em>blue</em>'}",6242cb1528ccbc3eacdd9677,815,Medium,Cool,A3C1E3,Swiss Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-161-manor-blue-1627-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1627/manor-blue,"['Manor Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1627/manor-blue,2024-07-22T02:19:50Z,Manor Blue 1627 | Benjamin Moore,2024-07-22T02:19:49Z,Color,The addition of gray adds depth and sophistication to this stony mid-tone blue.,f550382d80102f84f6527ebb274a48b0ee4c4da8,1,,"{'title': 'Manor <em>Blue</em> 1627 | Benjamin Moore', 'sections': 'Manor <em>Blue</em>', 'description': 'The addition of gray adds depth and sophistication to this stony mid-tone <em>blue</em>.', 'color_name': 'Manor <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1627&#x2F;manor-<em>blue</em>'}",62429d66e7b9d2b8270f4ea7,1627,Medium,Cool,ACB7C0,Manor Blue,Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-137-atlantis-blue-768-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/768/atlantis-blue,"['Atlantis Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/768/atlantis-blue,2024-07-22T04:23:15Z,Atlantis Blue 768 | Benjamin Moore,2024-07-22T04:23:14Z,Color,"Intense and distinctive, this aqua blue hue conjures mythical worlds lurking under the sea.",b4ffa36df445579158fee50114a4648203e9ebab,1,,"{'title': 'Atlantis <em>Blue</em> 768 | Benjamin Moore', 'sections': 'Atlantis <em>Blue</em>', 'description': 'Intense and distinctive, this aqua <em>blue</em> hue conjures mythical worlds lurking under the sea.', 'color_name': 'Atlantis <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;768&#x2F;atlantis-<em>blue</em>'}",624314d864441f88780055bf,768,Medium,Cool,54B1C9,Atlantis Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-134-blue-spruce-1637-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1637/blue-spruce,"['Blue Spruce', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1637/blue-spruce,2024-07-22T03:59:41Z,Blue Spruce 1637 | Benjamin Moore,2024-07-22T03:59:41Z,Color,"Hints of green and gray can be seen in this elegant, saturated blue.",da53caed84546c87f4148f376a76097fa625658b,1,,"{'title': '<em>Blue</em> Spruce 1637 | Benjamin Moore', 'sections': '<em>Blue</em> Spruce', 'description': 'Hints of green and gray can be seen in this elegant, saturated <em>blue</em>.', 'color_name': '<em>Blue</em> Spruce', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1637&#x2F;<em>blue</em>-spruce'}",6242aa6364441f4ca600621c,1637,Dark,Cool,607077,Blue Spruce,Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-127-britannia-blue-1623-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1623/britannia-blue,"['Britannia Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1623/britannia-blue,2024-07-22T03:23:43Z,Britannia Blue 1623 | Benjamin Moore,2024-07-22T03:23:43Z,Color,A moody shade of blue enriched by a dark touch of gray.,0f37bc377b50610b648cc42f742d77ee33464e34,1,,"{'title': 'Britannia <em>Blue</em> 1623 | Benjamin Moore', 'sections': 'Britannia <em>Blue</em>', 'description': 'A moody shade of <em>blue</em> enriched by a dark touch of gray.', 'color_name': 'Britannia <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1623&#x2F;britannia-<em>blue</em>'}",6242d262196a67a1be894d80,1623,Dark,Cool,67737C,Britannia Blue,Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-148-labrador-blue-1670-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1670/labrador-blue,"['Labrador Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1670/labrador-blue,2024-07-21T22:41:36Z,Labrador Blue 1670 | Benjamin Moore,2024-07-21T22:41:36Z,Color,A muted denim blue that offers plenty of comfort and style.,da59602913f137615720d134faf3d10cec4228ac,1,,"{'title': 'Labrador <em>Blue</em> 1670 | Benjamin Moore', 'sections': 'Labrador <em>Blue</em>', 'description': 'A muted denim <em>blue</em> that offers plenty of comfort and style.', 'color_name': 'Labrador <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1670&#x2F;labrador-<em>blue</em>'}",6242db9ae7b9d23eae0f510d,1670,Medium,Cool,7F9DAC,Labrador Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-131-bella-blue-720-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/720/bella-blue,"['Bella Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/720/bella-blue,2024-07-21T22:46:30Z,Bella Blue 720 | Benjamin Moore,2024-07-21T22:46:29Z,Color,A touch of gray infuses this teal blue hue with moody allure.,41c5513eb01021b4ef93d3a8b5808c0cb703ee7c,1,,"{'title': 'Bella <em>Blue</em> 720 | Benjamin Moore', 'sections': 'Bella <em>Blue</em>', 'description': 'A touch of gray infuses this teal <em>blue</em> hue with moody allure.', 'color_name': 'Bella <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;720&#x2F;bella-<em>blue</em>'}",6242c6b8196a676fc389587b,720,Dark,Cool,54747C,Bella Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-133-silvery-blue-1647-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1647/silvery-blue,"['Silvery Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1647/silvery-blue,2024-07-21T23:37:26Z,Silvery Blue 1647 | Benjamin Moore,2024-07-21T23:37:25Z,Color,"Infused with a hint of silver, this elegant blue offers calming serenity.",3aae91a6405b74c728c2d68d36832638abb516ff,1,,"{'title': 'Silvery <em>Blue</em> 1647 | Benjamin Moore', 'sections': 'Silvery <em>Blue</em>', 'description': 'Infused with a hint of silver, this elegant <em>blue</em> offers calming serenity.', 'color_name': 'Silvery <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1647&#x2F;silvery-<em>blue</em>'}",6242712d196a67ac218962bd,1647,Light,Cool,BFD0D4,Silvery Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-161-bachelor-blue-1629-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1629/bachelor-blue,"['Bachelor Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1629/bachelor-blue,2024-07-21T21:21:22Z,Bachelor Blue 1629 | Benjamin Moore,2024-07-21T21:21:21Z,Color,"A saturated blue with dark gray tones delivers a rich, elegant shade.",78d2eec2d73e4f5204453653d2b686bd77765639,1,,"{'title': 'Bachelor <em>Blue</em> 1629 | Benjamin Moore', 'sections': 'Bachelor <em>Blue</em>', 'description': 'A saturated <em>blue</em> with dark gray tones delivers a rich, elegant shade.', 'color_name': 'Bachelor <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1629&#x2F;bachelor-<em>blue</em>'}",6242bf1d196a675239896ba2,1629,Medium,Cool,758391,Bachelor Blue,Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-164-blue-heron-832-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/832/blue-heron,"['Blue Heron', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/832/blue-heron,2024-07-21T20:05:59Z,Blue Heron 832 | Benjamin Moore,2024-07-21T20:05:59Z,Color,A velvety violet-blue softly faded with a touch of gray.,a6d568183a065700dc1d6515362bba501d9b77a4,1,,"{'title': '<em>Blue</em> Heron 832 | Benjamin Moore', 'sections': '<em>Blue</em> Heron', 'description': 'A velvety violet-<em>blue</em> softly faded with a touch of gray.', 'color_name': '<em>Blue</em> Heron', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;832&#x2F;<em>blue</em>-heron'}",6242da0828ccbc9670dda6ff,832,Dark,Cool,5C6A85,Blue Heron,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-164-kensington-blue-840-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/840/kensington-blue,"['Kensington Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/840/kensington-blue,2024-07-21T21:36:01Z,Kensington Blue 840 | Benjamin Moore,2024-07-21T21:36:00Z,Color,A classic navy blue that brings a sense of refinement to any space.,edb15a0e43e65d3111f306a23c9f4321ed6baf20,1,,"{'title': 'Kensington <em>Blue</em> 840 | Benjamin Moore', 'sections': 'Kensington <em>Blue</em>', 'description': 'A classic navy <em>blue</em> that brings a sense of refinement to any space.', 'color_name': 'Kensington <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;840&#x2F;kensington-<em>blue</em>'}",62425c0d28ccbc84deddab9c,840,Dark,Cool,4B5A71,Kensington Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-164-stratford-blue-831-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/831/stratford-blue,"['Stratford Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/831/stratford-blue,2024-07-21T20:01:10Z,Stratford Blue 831 | Benjamin Moore,2024-07-21T20:01:09Z,Color,"Infused with smoky violet undertones, this moody blue captures an element of fantasy.",b88c807557938a72a28ef675a8836b3fa3449db0,1,,"{'title': 'Stratford <em>Blue</em> 831 | Benjamin Moore', 'sections': 'Stratford <em>Blue</em>', 'description': 'Infused with smoky violet undertones, this moody <em>blue</em> captures an element of fantasy.', 'color_name': 'Stratford <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;831&#x2F;stratford-<em>blue</em>'}",62428acbe7b9d255af0f6374,831,Medium,Cool,7685A1,Stratford Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-128-heavenly-blue-709-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/709/heavenly-blue,"['Heavenly Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/709/heavenly-blue,2024-07-21T20:37:17Z,Heavenly Blue 709 | Benjamin Moore,2024-07-21T20:37:17Z,Color,A balanced mix of blue and gray makes for a hue that oozes tranquility.,1472d6fcb107cb335d832b8919f8d2e86466bf79,1,,"{'title': 'Heavenly <em>Blue</em> 709 | Benjamin Moore', 'sections': 'Heavenly <em>Blue</em>', 'description': 'A balanced mix of <em>blue</em> and gray makes for a hue that oozes tranquility.', 'color_name': 'Heavenly <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;709&#x2F;heavenly-<em>blue</em>'}",624280f9196a6767de896bd2,709,Medium,Cool,B7CCC7,Heavenly Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-115-blue-diamond-736-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/736/blue-diamond,"['Blue Diamond', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/736/blue-diamond,2024-07-21T15:39:17Z,Blue Diamond 736 | Benjamin Moore,2024-07-21T15:39:17Z,Color,A piercing light blue shot through with a touch of green.,674f140043a45df3e9191c14eccfe9f981322b42,1,,"{'title': '<em>Blue</em> Diamond 736 | Benjamin Moore', 'sections': '<em>Blue</em> Diamond', 'description': 'A piercing light <em>blue</em> shot through with a touch of green.', 'color_name': '<em>Blue</em> Diamond', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;736&#x2F;<em>blue</em>-diamond'}",624307cf196a6741b0895b20,736,Light,Cool,B6E2E1,Blue Diamond,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-162-misty-blue-820-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/820/misty-blue,"['Misty Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/820/misty-blue,2024-07-21T20:22:24Z,Misty Blue 820 | Benjamin Moore,2024-07-21T20:22:23Z,Color,"A crisp, icy blue finished off with a drop of lavender.",5d69fc3d365314ff3ad664f7af22a2fd3e9a5537,1,,"{'title': 'Misty <em>Blue</em> 820 | Benjamin Moore', 'sections': 'Misty <em>Blue</em>', 'description': 'A crisp, icy <em>blue</em> finished off with a drop of lavender.', 'color_name': 'Misty <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;820&#x2F;misty-<em>blue</em>'}",6242ecd2196a67eac7895bce,820,Light,Cool,C7D5E4,Misty Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-134-santorini-blue-1634-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1634/santorini-blue,"['Santorini Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1634/santorini-blue,2024-07-21T22:32:16Z,Santorini Blue 1634 | Benjamin Moore,2024-07-21T22:32:15Z,Color,"As refreshing as it is cool, this sophisticated blue features a touch of gray.",703b64dcbbc427072e1d1cd95d310fba2d8e0ce9,1,,"{'title': 'Santorini <em>Blue</em> 1634 | Benjamin Moore', 'sections': 'Santorini <em>Blue</em>', 'description': 'As refreshing as it is cool, this sophisticated <em>blue</em> features a touch of gray.', 'color_name': 'Santorini <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1634&#x2F;santorini-<em>blue</em>'}",6242e42a28ccbc97a8ddade8,1634,Medium,Cool,A2B4BA,Santorini Blue,Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-133-polaris-blue-1649-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1649/polaris-blue,"['Polaris Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1649/polaris-blue,2024-07-22T00:33:27Z,Polaris Blue 1649 | Benjamin Moore,2024-07-22T00:33:27Z,Color,"Serene and subdued, this dusty mid-tone offer the perfect balance of gray and blue.",2f73eabbf9401b45bb79d6c8050a1d425e7d16ee,1,,"{'title': 'Polaris <em>Blue</em> 1649 | Benjamin Moore', 'sections': 'Polaris <em>Blue</em>', 'description': 'Serene and subdued, this dusty mid-tone offer the perfect balance of gray and <em>blue</em>.', 'color_name': 'Polaris <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1649&#x2F;polaris-<em>blue</em>'}",6242e431e7b9d2d51a0f522d,1649,Medium,Cool,7C939E,Polaris Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-143-colonial-blue-1677-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1677/colonial-blue,"['Colonial Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1677/colonial-blue,2024-07-21T13:59:22Z,Colonial Blue 1677 | Benjamin Moore,2024-07-21T13:59:22Z,Color,Cool gray undertones provide depth for this mid-toned blue hue.,e5abad7930c81b4b0c49843046daf42da45caaf5,1,,"{'title': 'Colonial <em>Blue</em> 1677 | Benjamin Moore', 'sections': 'Colonial <em>Blue</em>', 'description': 'Cool gray undertones provide depth for this mid-toned <em>blue</em> hue.', 'color_name': 'Colonial <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1677&#x2F;colonial-<em>blue</em>'}",62426bc0e7b9d22e6a0f3b36,1677,Medium,Cool,81A2B6,Colonial Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-243-blue-veil-875-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/875/blue-veil,"['Blue Veil', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/875/blue-veil,2024-07-21T14:11:09Z,Blue Veil 875 | Benjamin Moore,2024-07-21T14:11:08Z,Color,"A vaporous blue that brings to mind sheer, gauzy curtains billowing in the breeze.",dc4a0e2bb3ce7d013a9b44792597ad8326536707,1,,"{'title': '<em>Blue</em> Veil 875 | Benjamin Moore', 'sections': '<em>Blue</em> Veil', 'description': 'A vaporous <em>blue</em> that brings to mind sheer, gauzy curtains billowing in the breeze.', 'color_name': '<em>Blue</em> Veil', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;875&#x2F;<em>blue</em>-veil'}",6242c9e1196a67a8648960c6,875,Light,Cool,D9E0E1,Blue Veil,Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-215-blue-springs-1592-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1592/blue-springs,"['Blue Springs', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1592/blue-springs,2024-07-22T01:59:12Z,Blue Springs 1592 | Benjamin Moore,2024-07-22T01:59:12Z,Color,"A frosted shade of blue-gray, this hue is refreshing in any light.",977b2dcf6daf2f3f48a1c132d083b807ca72df67,1,,"{'title': '<em>Blue</em> Springs 1592 | Benjamin Moore', 'sections': '<em>Blue</em> Springs', 'description': 'A frosted shade of <em>blue</em>-gray, this hue is refreshing in any light.', 'color_name': '<em>Blue</em> Springs', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1592&#x2F;<em>blue</em>-springs'}",624264db64441f38440048d8,1592,Medium,Cool,B4BBBC,Blue Springs,,,,,,,,,,,Neutral,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-141-athens-blue-797-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/797/athens-blue,"['Athens Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/797/athens-blue,2024-07-22T02:05:46Z,Athens Blue 797 | Benjamin Moore,2024-07-22T02:05:45Z,Color,A small drop of violet punctuates this classic shade of blue.,1c1e632ac04ed4b9af5cec2f8bf703a75f8f2ee3,1,,"{'title': 'Athens <em>Blue</em> 797 | Benjamin Moore', 'sections': 'Athens <em>Blue</em>', 'description': 'A small drop of violet punctuates this classic shade of <em>blue</em>.', 'color_name': 'Athens <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;797&#x2F;athens-<em>blue</em>'}",6242677a28ccbc86dbddb4dc,797,Dark,Cool,3D74AC,Athens Blue,,,,,,,,,,,,,
